,Gene1,Gene2,ytest,ypredict
0,CAMK2A,ABI2,7.7530850000000004,5.394571894000003
1,CAMK2A,ACTB,7.871267,5.163396231999999
2,CAMK2A,ADD1,6.592194,3.7876236607
3,CAMK2A,ADD3,6.592194,3.9524267237000004
4,CAMK2A,AGRN,4.9319024,3.773232458299999
5,CAMK2A,ANK2,7.3584538,5.701342596399996
6,CAMK2A,AOC3,4.499198000000001,3.9279756384000013
7,CAMK2A,APOBEC3C,4.270266,5.737229437999999
8,CAMK2A,ATP2B2,6.592194,5.584860383999995
9,CAMK2A,BDKRB1,7.3584538,3.5641014828999995
10,CAMK2A,BHLHE23,3.8461947,2.5261420993999995
11,CAMK2A,BNC1,2.679034,3.3423479326
12,CAMK2A,CANT1,4.5976415,4.091645481699998
13,CAMK2A,CANX,8.584963,5.836138053999995
14,CAMK2A,CAP2,5.9068904,4.0270559074
15,CAMK2A,CDO1,5.5043050000000004,3.7534052844999986
16,CAMK2A,CMTR2,3.0778022000000003,3.676742169899998
17,CAMK2A,CNBP,2.4664366,3.3340539816999994
18,CAMK2A,CORO1A,6.8889685,4.466575357
19,CAMK2A,DCAF15,2.2305808,4.1407986772
20,CAMK2A,DEGS1,4.65139,4.094683502399999
21,CAMK2A,DPYSL3,4.5976415,5.226482328
22,CAMK2A,DXO,3.1701505,4.139096799399999
23,CAMK2A,ELF4,4.270266,3.485327930199999
24,CAMK2A,EPHA4,7.871267,4.7271518640000005
25,CAMK2A,EXOC3,5.4806256,4.8607493442999985
26,CAMK2A,GALNT4,7.321928,3.9415897557999973
27,CAMK2A,GLB1L,1.7359641,3.1172733403
28,CAMK2A,GNL3L,4.4409160000000005,3.8217347764000005
29,CAMK2A,GRM3,6.9434166,4.518457135999996
30,CAMK2A,IFIH1,4.9319024,4.098570640000001
31,CAMK2A,IGFBP3,4.9296107000000005,3.5936719391999983
32,CAMK2A,KCTD12,5.897901999999999,3.7918230601999996
33,CAMK2A,KCTD16,5.897901999999999,6.352152686999997
34,CAMK2A,KIAA0586,3.7299695,3.8082864971000006
35,CAMK2A,LIN7A,6.971431,4.705513360399999
36,CAMK2A,MEMO1,4.442549,5.0468920273
37,CAMK2A,MINK1,7.120294,5.051148367199999
38,CAMK2A,NEK9,5.437656,4.855796893300001
39,CAMK2A,NSF,8.584963,6.0427111190000025
40,CAMK2A,OLFM1,5.0563912,6.829714615999995
41,CAMK2A,PALM,5.9068904,5.2984275884
42,CAMK2A,PLCB1,9.019364999999999,6.236935581000003
43,CAMK2A,PLVAP,4.627048,4.126805577
44,CAMK2A,PPP3CA,9.019364999999999,5.5190191419999985
45,CAMK2A,PPP3CC,8.321928,5.095913386400001
46,CAMK2A,PRDM16,3.9667239999999997,4.624842432
47,CAMK2A,QRFPR,3.844035,5.169901276399997
48,CAMK2A,RAB18,4.65139,3.7332683690999993
49,CAMK2A,RAB5C,6.0242476,3.7125062148
50,CAMK2A,RAB8B,8.705256,3.5105441083999995
51,CAMK2A,RAD54L2,3.6984123999999996,4.706222068400002
52,CAMK2A,RIMS2,7.8889685,4.588086623199998
53,CAMK2A,RORC,4.792107,4.8271008529999975
54,CAMK2A,RPH3A,6.8109660000000005,5.359231557799998
55,CAMK2A,RPP25,2.4560916,5.925943881400003
56,CAMK2A,RTN3,4.0279202000000005,4.736934647999998
57,CAMK2A,S100A11,4.5976415,5.229041179000002
58,CAMK2A,S100A5,4.5440702,3.7857071987999986
59,CAMK2A,SART1,3.4230747000000004,4.854321214
60,CAMK2A,SEPSECS,3.0778022000000003,4.1053946345
61,CAMK2A,SLC16A5,3.5214595999999996,3.6016519253999992
62,CAMK2A,SLC18A2,6.8109660000000005,3.750597571799999
63,CAMK2A,SLC2A14,2.679034,4.080750096699999
64,CAMK2A,SLC32A1,6.8109660000000005,3.3099068666
65,CAMK2A,SLC9C1,4.4540315,3.9994226704
66,CAMK2A,STX1B,10.643856,5.665203694000001
67,CAMK2A,STX6,8.1413555,3.6561769273000007
68,CAMK2A,STX7,8.1413555,3.5240499907999987
69,CAMK2A,STXBP5,7.871267,3.8434542307999995
70,CAMK2A,STYX,3.3825448,3.7026703030000006
71,CAMK2A,SURF6,2.4560916,5.044433643000001
72,CAMK2A,SYNGR2,4.65139,3.868759765900001
73,CAMK2A,SYT2,7.3833284,3.5502351877999985
74,CAMK2A,TACO1,3.6049373,4.458998176000001
