,Gene1,Gene2,ytest,ypredict
0,CAMK2A,AAK1,6.3523016,4.5739726887
1,CAMK2A,ABHD5,3.4680986000000003,5.418210196799997
2,CAMK2A,ACTG1,7.871267,4.9264795690000005
3,CAMK2A,ADAM8,6.980891000000001,3.8017328085999997
4,CAMK2A,ADAP2,3.6049373,3.7619355924999995
5,CAMK2A,ADD2,6.592194,5.225508606999999
6,CAMK2A,ADO,2.2078387999999998,4.185547498099998
7,CAMK2A,AP3D1,6.971431,4.652251846699998
8,CAMK2A,ARPP21,7.184424400000001,4.373209872400002
9,CAMK2A,ATP1A1,5.9068904,5.551911847400001
10,CAMK2A,ATP2B1,7.3584538,4.982232307
11,CAMK2A,ATP6V0A4,6.8889685,1.5623837816999997
12,CAMK2A,BMP1,3.5353317000000004,2.770452443299998
13,CAMK2A,CBS,4.499198000000001,4.770599526400001
14,CAMK2A,CD320,3.6867542,3.953516797300001
15,CAMK2A,CDH2,7.3833284,3.9701549229000004
16,CAMK2A,CTNNB1,9.019364999999999,5.583192177399999
17,CAMK2A,DNM3,8.584963,5.406211975399999
18,CAMK2A,DYNLL2,5.9068904,4.476289721799998
19,CAMK2A,ERC2,7.8537793,5.279371723399999
20,CAMK2A,FILIP1,2.2231941,4.303335400299999
21,CAMK2A,FLAD1,4.3770695,4.703996984999999
22,CAMK2A,FRG1,2.4560916,5.3787865104
23,CAMK2A,GABBR1,7.871267,5.633420155099999
24,CAMK2A,GABBR2,5.897901999999999,5.7804319888
25,CAMK2A,GOT1,5.948048,4.084074552699999
26,CAMK2A,GPR39,3.844035,3.9894685247999977
27,CAMK2A,HBE1,3.4705953999999997,3.8025115950636352
28,CAMK2A,HLCS,4.499198000000001,3.4211662395999998
29,CAMK2A,HLX,3.4230747000000004,3.4417875571
30,CAMK2A,HS1BP3,3.6599126,4.020034323099999
31,CAMK2A,HTT,7.3584538,5.559938160999998
32,CAMK2A,INA,7.871267,5.1810824177
33,CAMK2A,IRX1,2.8856330000000003,2.4315038484000016
34,CAMK2A,ITGB6,3.8967822,4.6650390773999995
35,CAMK2A,JRKL,3.036526,4.667134562999999
36,CAMK2A,KCNA1,6.173536299999999,4.163624087100001
37,CAMK2A,KCNN3,6.592194,5.0466992713
38,CAMK2A,KIF22,5.283375,3.862075360999999
39,CAMK2A,LARP4B,2.3006704,5.174427231000002
40,CAMK2A,LRRC32,4.713119,3.905922275499999
41,CAMK2A,MAP1B,6.962032300000001,5.732447393699999
42,CAMK2A,MPP2,6.9434166,5.428245343000001
43,CAMK2A,NLGN2,7.3833284,4.629827988999999
44,CAMK2A,NLRP9,4.270266,3.7213545889999993
45,CAMK2A,NRXN2,6.8109660000000005,3.620475602999999
46,CAMK2A,OCRL,6.8889685,5.126559563799999
47,CAMK2A,PCLO,7.309955599999999,5.537097261999998
48,CAMK2A,PDE2A,5.5111422999999995,5.654349683
49,CAMK2A,PDIA4,3.6723127,5.500704837999999
50,CAMK2A,PLIN2,3.5214595999999996,4.2573180228
51,CAMK2A,PPP1R1A,2.5894779999999997,4.011639076099999
52,CAMK2A,PRKACA,7.434403,5.709993185999999
53,CAMK2A,PRKAR1A,5.948048,5.5712740320000025
54,CAMK2A,PYROXD1,3.2637560000000003,4.1731014879999995
55,CAMK2A,RAB35,6.0242476,4.969866151999998
56,CAMK2A,RAB3D,8.705256,5.483645771400003
57,CAMK2A,RABAC1,4.355375,5.338029473400001
58,CAMK2A,RAPGEF4,7.3833284,6.581385073
59,CAMK2A,RCCD1,2.3313512999999997,3.4335717975000004
60,CAMK2A,RIMS1,7.8889685,5.3223445937000005
61,CAMK2A,RNF138,5.248679,5.11529268
62,CAMK2A,SAMHD1,4.627048,3.8518276218999996
63,CAMK2A,SLC45A2,4.65139,3.0121540058999985
64,CAMK2A,SLC7A8,4.0551414,3.4155950208999974
65,CAMK2A,SNRPC,4.499198000000001,5.615675687699999
66,CAMK2A,SUGCT,3.6049373,4.344430993899997
67,CAMK2A,SYNJ2,4.427919,4.163260097999998
68,CAMK2A,SYT1,8.1413555,7.141699071000001
69,CAMK2A,SYT12,7.4873520000000005,3.6021740381999994
70,CAMK2A,UPP2,3.0778022000000003,3.9945373080000013
71,CAMK2A,VCP,7.184424400000001,4.44827355
72,CAMK2A,WASF1,5.283375,4.8334824113
73,CAMK2A,XRCC2,4.5976415,3.511218024199999
74,CAMK2A,YWHAE,8.321928,5.042814763400001
75,CAMK2A,YWHAG,8.321928,5.103653735400001
76,CAMK2A,YWHAH,8.321928,5.963840624999998
77,CAMK2A,YWHAQ,8.321928,4.858226253999999
78,CAMK2A,YWHAZ,8.321928,5.4846536000000015
79,CAMK2A,ZDHHC13,5.36154,3.7834246676999985
80,RAB10,AAK1,5.295128,4.3167640023999985
81,RAB10,ABHD5,2.9074543,4.120168221700001
82,RAB10,ACTG1,7.263034299999999,6.1372076838000025
83,RAB10,ADAM8,7.263034299999999,3.776408836799999
84,RAB10,ADAP2,2.9296107000000005,4.84083233
85,RAB10,ADD2,4.5546265,4.8381669064
86,RAB10,ADO,1.9236118999999998,3.5332243770000016
87,RAB10,AP3D1,7.473931299999999,4.391419726900001
88,RAB10,ARPP21,1.6860286,3.617533672
89,RAB10,ATP1A1,5.411835,5.260438820999999
90,RAB10,ATP2B1,6.5077195,3.8610578182999986
91,RAB10,ATP6V0A4,8.079072,2.1314242922
92,RAB10,BMP1,3.6224133999999997,3.739968821699999
93,RAB10,CBS,2.9296107000000005,4.359128494799998
94,RAB10,CD320,5.3523016,5.062498413
95,RAB10,CDH2,7.4474587,5.023374732599999
96,RAB10,CTNNB1,8.346175,5.194218838
97,RAB10,DNM3,5.9068904,4.6522551324
98,RAB10,DYNLL2,6.4474587,4.970536876999998
99,RAB10,ERC2,7.8537793,4.3374632882999995
100,RAB10,FILIP1,1.7923673,3.8316812289999977
101,RAB10,FLAD1,3.3975115,2.8188161074999987
102,RAB10,FRG1,4.340075499999999,6.112175694000001
103,RAB10,GABBR1,5.295128,4.404134049300001
104,RAB10,GABBR2,4.355375,3.442451200399999
