,Gene1,Gene2,ytest,ypredict
0,SYNGR2,NTRK2,5.295128,3.7542460073999977
1,SYNGR2,GNB5,5.295128,3.231200673399999
2,SYNGR2,SV2B,7.473931299999999,3.944621254799999
3,SYNGR2,TLN2,4.0279202000000005,4.102581004700002
4,SYNGR2,STX4,6.6214886,4.928506714399998
5,SYNGR2,NPTN,5.295128,3.3837636341999993
6,SYNGR2,DMXL2,7.473931299999999,4.182198552
7,SYNGR2,CASK,5.295128,4.706597847999999
8,SYNGR2,ATP2B4,5.295128,4.4842812339999965
9,SYNGR2,CDH2,5.295128,3.942719500800001
10,SYNGR2,EPB41L3,5.5077195,4.538798861000003
11,SYNGR2,TUBB2B,4.0279202000000005,4.108462319000001
12,SYNGR2,MINK1,4.355375,4.215212657400001
13,SYNGR2,DNM1L,7.473931299999999,3.9082442260000003
14,SYNGR2,MAP1B,4.355375,4.331776034400002
15,SYNGR2,RAB18,5.5077195,3.4122395082
16,SYNGR2,KCNMA1,4.355375,5.306311752399999
17,SYNGR2,NRXN2,5.295128,3.6742622481000002
18,SYNGR2,ATP2A2,5.5077195,4.000132527
19,SYNGR2,CNTN1,5.295128,3.964335333599999
20,SYNGR2,DLGAP2,4.355375,3.6441535173999995
21,SYNGR2,ERC1,5.295128,4.886272193399999
22,SYNGR2,RAB35,7.473931299999999,4.357422763
23,SYNGR2,DCLK1,4.355375,4.086932075099997
24,SYNGR2,ATP2B3,5.295128,3.4827873004000014
25,SYNGR2,ATP6V1B1,7.473931299999999,3.4188810856000003
26,SYNGR2,GOT1,5.295128,3.9574479927999975
27,SYNGR2,NRGN,6.528379,3.4341672772999994
28,SYNGR2,SYP,12.228819,4.080305335499998
29,SYNGR2,SYT1,7.473931299999999,5.067520691799999
30,SYNGR2,STX16,7.473931299999999,4.035177105400001
31,SYNGR2,ATP1A1,4.355375,4.8149852953
32,SYNGR2,MYO5A,4.407045,4.2142641641
33,SYNGR2,SV2A,7.980891000000001,3.931401206999999
34,SYNGR2,CACNG3,4.65139,4.665292744000002
35,SYNGR2,PICALM,6.6214886,3.824107629799999
